"分類","メモ","コマンド","表示名","いまの区分","高互換","止めるまで続く","歩ける","小道具","相手","車","成人向け","効果","手がかり","Dict","Anim"
"","","/e patrolf1","Patrol - On Foot","物を持つ","","","○","prop_cs_police_torch_02","","","","","","amb@world_human_security_shine_torch@male@base","base"
"","","/e patrolf2","Patrol - On Foot 2","物を持つ","","","○","prop_cs_police_torch_02","","","","","","amb@world_human_security_shine_torch@male@idle_b","idle_e"
"","","/e patrolf3","Patrol - On Foot 3","物を持つ","","","○","prop_cs_police_torch_02","","","","","","amb@world_human_security_shine_torch@male@idle_a","idle_a"
"","","/e patrolf4","Patrol - On Foot 4 Over The Shoulder","物を持つ","","","○","prop_cs_police_torch_02","","","","","","amb@incar@male@patrol@torch@base","base"
"","","/e pback","Offer Piggy Back","2人でやる","","","○","","pback2","","","","","mx@piggypack_a","mxclip_a"
"","","/e pback2","Be Piggy Backed","2人でやる","","○","","","pback","","","","","mx@piggypack_b","mxanim_b"
"","","/e peace","Peace","ふつうの動作","○","","○","","","","","","","mp_player_int_upperpeace_sign","mp_player_int_peace_sign"
"","","/e peace2","Peace 2","ふつうの動作","○","","○","","","","","","","anim@mp_player_intupperpeace","idle_a"
"","","/e peace3","Peace 3","ふつうの動作","","","○","","","","","","","anim@mp_player_intupperpeace","idle_a_fp"
"","","/e peace4","Peace 4","ふつうの動作","","","○","","","","","","","anim@mp_player_intincarpeacestd@ds@","idle_a"
"","","/e peace5","Peace 5","ふつうの動作","","","○","","","","","","","anim@mp_player_intincarpeacestd@ds@","idle_a_fp"
"","","/e peace6","Peace 6","ふつうの動作","","","○","","","","","","","anim@mp_player_intincarpeacebodhi@ds@","idle_a"
"","","/e peace7","Peace 7","ふつうの動作","","","○","","","","","","","anim@mp_player_intincarpeacebodhi@ds@","idle_a_fp"
"","","/e peacef","Peace Female","ふつうの動作","","","○","","","","","","","anim@mp_player_intcelebrationfemale@peace","peace"
"","","/e pee","Pee (Male)","ふつうの動作","○","","","","","","○","○","","misscarsteal2peeing","peeing_loop"
"","","/e pee2","Pee 2 (Male)","ふつうの動作","","","○","","","","○","○","","missbigscore1switch_trevor_piss","piss_loop"
"","","/e pee3","Pee 3 Static (Male)","ふつうの動作","","○","","","","","○","○","","missbigscore1switch_trevor_piss","piss_loop"
"","","/e peek","Peek","ふつうの動作","○","○","","","","","","","","random@paparazzi@peek","left_peek_a"
"","","/e petting","Petting","ふつうの動作","○","○","","","","","","","eat","creatures@rottweiler@tricks@","petting_franklin"
"","","/e pflag","Pride Flag - Rainbow","物を持つ","","","○","prideflag1","","","","","","rcmnigel1d","base_club_shoulder"
"","","/e pflag2","Pride Flag 2 - LGBTQ","物を持つ","","","○","prideflag2","","","","","","rcmnigel1d","base_club_shoulder"
"","","/e pflag3","Pride Flag 3 - Bisexual ","物を持つ","","","○","prideflag3","","","","","","rcmnigel1d","base_club_shoulder"
"","","/e pflag4","Pride Flag 4 - Lesbian ","物を持つ","","","○","prideflag4","","","","","","rcmnigel1d","base_club_shoulder"
"","","/e pflag5","Pride Flag 5 - Pansexual ","物を持つ","","","○","prideflag5","","","","","","rcmnigel1d","base_club_shoulder"
"","","/e pflag6","Pride Flag 6 - Transgender  ","物を持つ","","","○","prideflag6","","","","","","rcmnigel1d","base_club_shoulder"
"","","/e pflag7","Pride Flag 7 - Non Binary ","物を持つ","","","○","prideflag7","","","","","","rcmnigel1d","base_club_shoulder"
"","","/e pflag8","Pride Flag 8 - Asexual ","物を持つ","","","○","prideflag8","","","","","","rcmnigel1d","base_club_shoulder"
"","","/e pflag9","Pride Flag 9 - Straight Ally ","物を持つ","","","○","prideflag9","","","","","","rcmnigel1d","base_club_shoulder"
"","","/e pfootball1","Football Back Middle","ふつうの動作","","○","","","","","","","","pazeee@football1@animations","pazeee@football1@clip"
"","","/e pfootball2","Football Back Right","ふつうの動作","","○","","","","","","","","pazeee@football2@animations","pazeee@football2@clip"
"","","/e pfootball3","Football Front Right","ふつうの動作","","○","","","","","","","","pazeee@football3@animations","pazeee@football3@clip"
"","","/e pfootball4","Football Front Middle","ふつうの動作","","○","","","","","","","","pazeee@football4@animations","pazeee@football4@clip"
"","","/e pfootball5","Football Front Left","ふつうの動作","","○","","","","","","","","pazeee@football5@animations","pazeee@football5@clip"
"","","/e pfootball6","Football Back Left","ふつうの動作","","○","","","","","","","","pazeee@football6@animations","pazeee@football6@clip"
"","","/e pho","Pho","物を持つ","","","○","scully_pho","","","","","","anim@scripted@island@special_peds@pavel@hs4_pavel_ig5_caviar_p1","base_idle"
"","","/e phone","Phone","物を持つ","○","","○","prop_phone_ing","","","","","phone","cellphone@","cellphone_text_read_base"
"","","/e phonecall","Phone Call","物を持つ","○","","○","prop_phone_ing","","","","","phone","cellphone@","cellphone_call_listen_base"
"","","/e phonecall2","Phone Call 2","物を持つ","","","○","prop_phone_ing","","","","","phone","random@kidnap_girl","ig_1_girl_on_phone_loop"
"","","/e picklock","Picklock","ふつうの動作","","","○","","","","","","","missheistfbisetup1","hassle_intro_loop_f"
"","","/e pickup","Pickup","ふつうの動作","○","","","","","","","","","random@domestic","pickup_low"
"","","/e pineapple","Pineapple","物を持つ","","","○","xm3_prop_xm3_pineapple_01a","","","","","","anim@heists@humane_labs@finale@keycards","ped_a_enter_loop"
"","","/e pizzas","Pizza Slice - Jalapeño And Peperoni","物を持つ","","","○","knjgh_pizzaslice1","","","","","eat","mp_player_inteat@burger","mp_player_int_eat_burger"
"","","/e pizzas2","Pizza Slice - Tomato And Pesto","物を持つ","","","○","knjgh_pizzaslice2","","","","","eat","mp_player_inteat@burger","mp_player_int_eat_burger"
"","","/e pizzas3","Pizza Slice - Mushroom","物を持つ","","","○","knjgh_pizzaslice3","","","","","eat","mp_player_inteat@burger","mp_player_int_eat_burger"
"","","/e pizzas4","Pizza Slice - Margherita","物を持つ","","","○","knjgh_pizzaslice4","","","","","eat","mp_player_inteat@burger","mp_player_int_eat_burger"
"","","/e pizzas5","Pizza Slice - Double Peperoni","物を持つ","","","○","knjgh_pizzaslice5","","","","","eat","mp_player_inteat@burger","mp_player_int_eat_burger"
"","","/e pizzaslice","Pizza Slice - Jalapeño And Peperoni","物を持つ","","","○","knjgh_pizzaslice1","","","","","eat","mp_player_inteat@burger","mp_player_int_eat_burger"
"","","/e pockets","Hands in pockets (Hoodie)","ふつうの動作","","","○","","","","","","","hoodie_hands@dad","hoodie_hands_clip"
"","","/e point","Point","ふつうの動作","○","","○","","","","","","","gestures@f@standing@casual","gesture_point"
"","","/e pointdown","Point Down","ふつうの動作","○","","○","","","","","","","gestures@f@standing@casual","gesture_hand_down"
"","","/e pointpose","Point Down","ふつうの動作","","○","","","","","","","","tun_meet_int-47","a_m_y_carclub_01^3_dual-47"
"","","/e pointright","Point Right","ふつうの動作","○","","○","","","","","","gun","mp_gun_shop_tut","indicate_right"
"","","/e policecrowd","Police Crowd","ふつうの動作","","○","","","","","","","","amb@code_human_police_crowd_control@idle_a","idle_a"
"","","/e policecrowd2","Police Crowd 2","ふつうの動作","","○","","","","","","","","amb@code_human_police_crowd_control@idle_b","idle_d"
"","","/e poolcue","Play Pool","物を持つ","","","○","prop_pool_cue","","","","","","pool_pack_1@dark","pool_pack_1_clip"
"","","/e poolcue2","Play Pool 2 (Pose)","物を持つ","","○","","prop_pool_cue","","","","","","pool_pack_2@dark","pool_pack_2_clip"
"","","/e poolcue3","Play Pool 3 (Pose)","物を持つ","","○","","prop_pool_cue","","","","","","pool_pack_3@dark","pool_pack_3_clip"
"","","/e poolcue4","Play Pool 4 (Pose)","物を持つ","","○","","prop_pool_cue","","","","","","pool_pack_4@dark","pool_pack_4_clip"
"","","/e poolcue5","Play Pool 5","物を持つ","","","○","prop_pool_cue","","","","","","pool_pack_5@dark","pool_pack_5_clip"
"","","/e popcorn","Popcorn","物を持つ","","","○","xs_prop_trinket_cup_01a","","","","","drinking drink","amb@code_human_wander_drinking@female@base","static"
"","","/e pornmag","Porn Magazine","物を持つ","","","○","prop_porn_mag_02","","","○","","clipboard","amb@world_human_clipboard@male@base","base"
"","","/e pornmag2","Porn Magazine 2","物を持つ","","","○","prop_cs_magazine","","","○","","clipboard","amb@world_human_clipboard@male@base","base"
"","","/e pornmag3","Porn Magazine 3","物を持つ","","","○","prop_porn_mag_03","","","○","","clipboard","amb@world_human_clipboard@male@base","base"
"","","/e pornmag4","Porn Magazine 4","物を持つ","","","○","v_res_tt_pornmag01","","","○","","clipboard","amb@world_human_clipboard@male@base","base"
"","","/e pornmag5","Porn Magazine 5","物を持つ","","","○","v_res_tt_pornmag02","","","○","","clipboard","amb@world_human_clipboard@male@base","base"
"","","/e pornmag6","Porn Magazine 6","物を持つ","","","○","v_res_tt_pornmag03","","","○","","clipboard","amb@world_human_clipboard@male@base","base"
"","","/e pornmag7","Porn Magazine 7","物を持つ","","","○","v_res_tt_pornmag04","","","○","","clipboard","amb@world_human_clipboard@male@base","base"
"","","/e posecutef","Cute Pose Female","ふつうの動作","","○","","","","","","","","pupppy@freepose01","freepose01"
"","","/e posecutef2","Cute Pose Female 2","ふつうの動作","","○","","","","","","","","pupppy@freepose03","freepose03"
"","","/e posecutef3","Cute Pose Female 3","ふつうの動作","","○","","","","","","","","pupppy@freepose04","freepose04"
"","","/e posecutef4","Cute Pose Female 4","ふつうの動作","","○","","","","","","","","handkylie@queensisters","kylie_clip"
"","","/e posecutem","Cute Pose Male","ふつうの動作","","○","","","","","","","","pupppy@freepose02","freepose02"
"","","/walk Posh","Posh","歩き方","○","","","","","","","","","move_m@posh@",""
"","","/walk Posh2","Posh 2","歩き方","○","","","","","","","","","move_f@posh@",""
"","","/e potplant","Pot Plant (Small)","物を持つ","","","○","bkr_prop_weed_01_small_01c","","","","","","anim@heists@box_carry@","idle"
"","","/e potplant2","Pot Plant (Medium)","物を持つ","","","○","bkr_prop_weed_01_small_01b","","","","","","anim@heists@box_carry@","idle"
"","","/e potplant3","Pot Plant (Large)","物を持つ","","","○","bkr_prop_weed_lrg_01b","","","","","","anim@heists@box_carry@","idle"
"","","/e power","Power House","物を持つ","","","○","prop_bzzz_elektro_powerhouse001","","","","","","move_weapon@jerrycan@generic","idle"
"","","/e present","Present","物を持つ","","","○","xm3_prop_xm3_present_01a","","","","","","anim@heists@box_carry@","idle"
"","","/e prone","Prone","ふつうの動作","○","○","","","","","","","","missfbi3_sniping","prone_dave"
"","","/e propose","Propose","物を持つ","","○","","ultra_ringcase","","","","","","ultra@propose","propose"
"","","/e propose2","Propose 2 - Valentines Day","物を持つ","","○","","pata_freevalentinesday","","","","","","ultra@propose","propose"
"","","/e propose3","Propose 3","物を持つ","","○","","pata_freevalentinesday2","","","","","","ultra@propose","propose"
"","","/e prosthigh","Prostitue High","ふつうの動作","○","","","","","","","","","Scenario:SCENARIO","WORLD_HUMAN_PROSTITUTE_HIGH_CLASS"
"","","/e prostlow","Prostitue Low","ふつうの動作","○","","","","","","","","","Scenario:SCENARIO","WORLD_HUMAN_PROSTITUTE_LOW_CLASS"
"","","/e protest","Protest","物を持つ","","","○","prop_cs_protest_sign_01","","","","","","rcmnigel1d","base_club_shoulder"
"","","/e protest2","Protest 2 - Pride","物を持つ","","","○","pride_sign_01","","","","","","rcmnigel1d","base_club_shoulder"
"","","/e protest3","Protest 3 - BLM","物を持つ","","","○","scully_blm","","","","","","rcmnigel1d","base_club_shoulder"
"","","/e protest4","Protest 4 - LSPD","物を持つ","","","○","prop_protestsign_01_fh","","","","","","rcmnigel1d","base_club_shoulder"
"","","/e protest5","Protest 5 - FIB","物を持つ","","","○","prop_protestsign_02_fh","","","","","","rcmnigel1d","base_club_shoulder"
"","","/e protest6","Protest 6 - IAA","物を持つ","","","○","prop_protestsign_03_fh","","","","","","rcmnigel1d","base_club_shoulder"
"","","/e protest7","Protest 7 - PIA","物を持つ","","","○","prop_protestsign_04_fh","","","","","","rcmnigel1d","base_club_shoulder"
"","","/e puddle","Puddle","ふつうの動作","○","","","","","","","","","Scenario:SCENARIO","WORLD_HUMAN_BUM_WASH"
"","","/e puke","Puke","物を持つ","","","○","","","","","○","","cross_arms@dark","cross_arms_clip"
"","","/e puke2","Puke 2","物を持つ","","","○","","","","","○","","missheistpaletoscore1leadinout","trv_puking_leadout"
"","","/e puke3","Puke 3","物を持つ","","○","","","","","","○","","anim@scripted@ulp_missions@injured_agent@","idle"
"","","/e puke4","Puke 4","物を持つ","","○","","","","","","○","","anim@scripted@freemode@throw_up_toilet@male@","vomit"
"","","/e pull","Pull","ふつうの動作","○","","○","","","","","","","random@mugging4","struggle_loop_b_thief"
"","","/e pullover","Pullover","ふつうの動作","○","","○","","","","","","","misscarsteal3pullover","pull_over_right"
"","","/e pump","Pumpkin","物を持つ","","","○","prop_veg_crop_03_pump","","","","","","missfbi4prepp1","idle"
"","","/e pump2","Pumpkin 2","物を持つ","","","○","prop_veg_crop_03_pump","","","","","","anim@heists@box_carry@","idle"
"","","/e pump3","Pumpkin 3","物を持つ","","","○","reh_prop_reh_lantern_pk_01a","","","","","","missfbi4prepp1","idle"
"","","/e pump4","Pumpkin 4","物を持つ","","","○","reh_prop_reh_lantern_pk_01b","","","","","","missfbi4prepp1","idle"
"","","/e pump5","Pumpkin 5","物を持つ","","","○","reh_prop_reh_lantern_pk_01c","","","","","","missfbi4prepp1","idle"
"","","/e punch","Punch","2人でやる","○","","","","punched","","","","melee","melee@unarmed@streamed_variations","plyr_takedown_rear_lefthook"
"","","/e punched","Punched","2人でやる","○","","","","punch","","","","melee","melee@unarmed@streamed_variations","victim_takedown_front_cross_r"
"","","/e punching","Punching","ふつうの動作","○","","○","","","","","","","rcmextreme2","loop_punching"
"","","/e punching2","Punching 2","ふつうの動作","","","","","","","","","eat golf","anim@scripted@bty2@ig2_beat_target@male@","standing_punch_v1_golfer"
"","","/e push","Push","ふつうの動作","○","○","","","","","","","","missfinale_c2ig_11","pushcar_offcliff_f"
